descriptif,name,adresse1,adresse2,town,postal_code
"Atelier-galerie de peinture sur différents niveaux, aménagé dans une bâtisse du XVIIIe siècle, typique de la région.",Atelier Point2,2 rue du Moulin,,Saint-Siméon-de-Bressieux,38870
"Moulin à huile de noix qui utilise toujours la force hydraulique pour produire de l'huile, et ce, depuis cinq générations. Présentation du moulin à travers son histoire.",Moulin Pion-Vignon,328 Rue des Narcisses,,Saint-Siméon-de-Bressieux,38870
,Médiathèque Intercommunale,72 rue du Carrousel,,Saint-Siméon-de-Bressieux,38870
"Avec son architecture caractéristique des maisons fortes du Dauphiné, cet édifice du XVe siècle plein de charme et d’unité, est remarquable par le décor sculpté de ses encadrements de fenêtres. Protégé au titre des Monuments historiques.",Château de Quincivet,"267, route de Quincivet",,Saint-Vérand,38160
"La noyeraie est inscrite dans les paysages et dans l’économie régionale et, avec la tradition du ramassage à la main et celle de la mondée, la noix est au cœur de la mémoire collective. Depuis plusieurs années déjà les plantations changent de visage, les variétés traditionnelles sont remplacées par d’autres, de nouvelles méthodes de culture se développent. Proposée par l’association Saint-Vérand hier et aujourd’hui, une visite commentée dans les plantations proches du village permettra de faire le point sur ce patrimoine en évolution.",La Noyeraie,,,Saint-Vérand,38160
"Sculpture inscrite dans le paysage du village depuis un demi-siècle, Notre-Dame-des-Champs est surtout connue pour sa vocation religieuse.",Notre-Dame-des-Champs,Le Châtelard,,Saint-Vérand,38160
"Demeure historique privée des XIVe et XVIII siècles, typiquement dauphinoise. Au rez-de-chaussée, le hall des trophées, le salon néo-gothique et la salle à manger romantique aves ses fresques dans l'esprit de G.Friedrich (1774-1840), le salon Louis XVI, la chapelle du XVIIIe siècle. A découvrir à l'extérieur : la cour des écuries, les murs d'enceinte percés de meurtrières, la cour d'honneur. Le château a obtenur le label ""Patrimoine en Isère"".",Château de Vallin,923 chemin de Vallin,,Saint-Victor-de-Cessieu,38110
"Crypte et chœur de style roman, nef néo-classique du XVIIe siècle. La maison conserve encore à l'intérieur des vestiges du XVe siècle : deux belles cheminées gothiques et les restes d'une fresque qui ornait les parties hautes de la grande salle : scènes de tournoi, blasons de grandes familles de la région.",Prieuré Saint-Claude et Maison du Prieur,Rue du Prieuré,,Salaise-sur-Sanne,38150
"L'œuvre Les Cantonnés est le fruit d'un projet initié par Travail et Culture concernant les habitants des cantonnements construits au début du XXIème siècle sur les communes de Roussillon et de Salaise-sur-Sanne. Cette construction d'habitats est liée au développement de la chimie avec les usines Rhône Poulenc et Rodiaceta.
Cette œuvre a été créée en 2013 par l'artiste plasticien Pierre David.",Les Cantonnés,102 RN7,,Salaise-sur-Sanne,38150
"La paroisse de Sardieu s’est constituée au Moyen Âge autour d’un prieuré de religieuses dépendant de l’abbaye de Laval Bénite, fondée au milieu du XIIe siècle près de Bressieux avec l’aide d’Aymard II, baron de Bressieux. La communauté de religieuses a disparu lors de la Révolution et le domaine, appelé l’abbaye, a été vendu comme bien national. L’ancienne chapelle trop petite et délabrée avait été abandonnée pour l’actuelle église, bâtie vers 1860 par l’architecte grenoblois Rivoire.",Eglise Sainte-Madeleine,"112, chemin Neuf",,Sardieu,38260
"Avec ses éternels 12° et son réseau toujours actif, la grotte les Cuves de Sassenage est incontournable pour vos balades ludiques en toute fraicheur. Venez découvrir ses particularités : parois recouvertes de silex, passages étroits, concrétions aux formes surprenantes. Listée parmi les 7 merveilles du Dauphiné, la grotte des Cuves est aussi l’exsurgence d’une rivière, le Germe, dont les eaux proviennent en partie du célèbre Gouffre Berger.",Les Cuves de Sassenage,Place Reverdy,,Sassenage,38360
"Construite au XIe siècle, l’église du bourg de Sassenage fut agrandie et dotée d’une chapelle en 1470. De l’église romane originelle ne subsiste aujourd’hui que l’abside en hémicycle, l’ossature et la base du clocher. L’église Saint-Pierre est célèbre dans la région pour abriter dans sa chapelle, depuis 1822, la sépulture de François de Bonne, duc de Lesdiguières et dernier Connétable de France, dont la première épouse fut Claudine de Bérenger. Le quartier était autrefois très animé : de nombreux artisans y exerçaient leur activité (cordonnier, tailleur, maître-cordier, maréchal-ferrant, forgeron...).",Eglise Saint-Pierre,Rue de la République,,Sassenage,38360
"Le château de Sassenage offre la possibilité d’admirer un exemple remarquablement bien conservé d’une demeure seigneuriale les plus typiques du Dauphiné. De salons en chambres d’apparat, des appartements privés aux pièces domestiques, une découverte de l’art de vivre des habitants au Grand Siècle et au siècle des Lumières.",Château de Sassenage,Allée du Château,,Sassenage,38360
"Petite église assez peu remaniée, elle fut la chapelle du vieux château féodal des comtes de Sassenage. Au XIV° siècle elle fut incorporée au sein d'un prieuré bénédictin sous le nom de Notre-Dame des vignes. Le prieuré et la paroisse furent balayés par la révolution mais la paroisse allait renaître en 1844 par la volonté des habitants. Un bel ensemble de vitraux contemporains été réalisé en 2012 par le maître verrier grenoblois Anne Brugirard.",Eglise Notre-Dame-des-Vignes,Sassenage - Côte de Sassenage,,Sassenage,38360
"Église des XIe - XIIe siècles de tradition romane, restaurée en 2004. Elle faisait partie d’un ancien prieuré dont il reste quelques vestiges. Située au-dessus du château des Alleman, elle fait naturellement partie du paysage. Elle est ornée de vitraux contemporains crées par Christophe Berthier, maître-verrier à Grenoble.",Eglise Saint-Martin,Chemin de l'église,,Séchilienne,38220
Ancien presbytère du XVIIe siècle transformé en gîte. Une croix de chemin est située sur l’emplacement de l’ancienne église.,Vieille Cure,Chemin du Laudiar,,Semons,38260
"Construite à la fin du XIXe siècle par l’architecte grenoblois Rivoire, cette église forme avec le bâtiment mairie-école qui lui fait face, un ensemble architectural particulièrement intéressant et typique de la région. Galets roulés disposés en arêtes de poisson qui alternent avec un lit de tuiles, ciment moulé pour le porche.",Eglise,Route de Beaurepaire,,Semons,38260
Ferme du 19e siècle avec une grange à 3 nefs  remplie d'outils anciens. Un four à pain sera allumé pour cuire du pain et vous  pourrez visiter le jardin avec différentes mises en scènes de plantes.,Les Sources de Canel,160 chemin du Goubet,,Semons,38260
"Le château, ses remparts et ses jardins vous invitent à une promenade historique de l’Antiquité à la renaissance. Cette importante forteresse médiévale appartient à la même famille depuis 250 ans et reste encore aujourd’hui une grande demeure familiale. Visite des extérieurs, salle et cuisine des gardes.",Château de Septème,"351, route des remparts",,Septème,38780
"Cet édifice date, dans ses parties les plus anciennes, du XIVe siècle. La visite inclut la maison forte, intérieure et extérieure, ainsi que la chapelle rénovée.",Maison Forte de Montagnieu,"2, chemin de la maison forte de Montagnieu",,Soleymieu,38460
"Ce moulin utilisé jusqu'à la dernière guerre a été rénové et mis en valeur en 2002. Bien que non fonctionnel, il permet de découvrir les techniques de fabrication et l'ingéniosité des travailleurs de l'époque pour faire face au manque de moyens.",Moulin à huile,Chemin du pavé Clémençon,,Sonnay,38150
"Église de style classique, paroisse de l’abbé Calès (peintre et musicien) jusqu’à son décès en 1961. Vitrail créé par l’abbé Calès.
Visite de l’église avec possibilité de visiter l’espace Calès à l’étage (reproductions).",Place de l'Abbé Calès,,,Tencin,38570
"Eglise édifiée entre 1863 et 1873 par l’architecte Alfred Berruyer. Elle est consacrée en 1873 par Monseigneur Hugonin, évêque de Bayeux né à Thodure. Cet évêque a permis à sainte Thérèse de rentrer au carmel de Lisieux. Une plaque commémorative en latin à l’entrée gauche de l’église rappelle cette cérémonie.",Village,,,Thodure,38260
"Notre église offre aujourd’hui un cachet particulier. En effet, huit vitraux contemporains ont été créés. En harmonie avec les baies, quinze chemins de croix ont été réalisés. Entre les interstices de couleurs primaires, les mouvements et la lumière dominent.
En concomitance, les courbes colorées des verres antiques (le vent) chassent le grisé des verres dépolis (le brouillard) tandis que les verres cordelés laissent entrevoir les reflets de la nature environnante.",Le village,,,Tramolé,38300
"Ancienne propriété des Chartreux nichée au cœur d’un parc de 35 ha. Réaménagé au XIXe siècle, le bâtiment conserve de magnifiques boiseries, peintures, vitraux, mosaïques qui restituent l’ambiance des riches demeures du Second Empire.",Clos des Chartreux,CS 20058,,Tullins,38210
"Domaine comportant un parc arboré de 10 hectares avec un château du XIII/XVIe siècle (inscrit), une voûte céleste peinte au XVIIe siècle (classée), un parcours de sculptures contemporaines dans le parc (une soixantaine à ce jour).",Domaine de Saint-Jean-de-Chépy,11 chemin du Domaine,,Tullins,38210
"Eglise mentionnée pour la première fois dans une charte de 1091. L’édifice fut sans doute complètement reconstruit vers le milieu du XIIe siècle : il ne subsiste de cette époque que le clocher-porche roman, protégé au titre des Monuments Historiques en 1930, qui se distingue par l’utilisation de colonnes antiques en remploi et par la présence de deux allégories du Bien et du Mal.",Église Saint-Laurent-des-Près,,,Tullins,38210
"La porte d’entrée du couvent, y compris les vantaux, et la façade de la chapelle située du côté de l’entrée sont protégés au titre des Monuments Historiques depuis 1963.",Prieuré Notre-Dame-Des-Graces,,,Tullins,38210
"Déjà attestée au début du XXe siècle, la scierie dispose encore de l’ensemble de ses installations hydrauliques qui actionnaient une scie battante et une circulaire. À proximité immédiate se trouve une micro-centrale électrique. Depuis 2004, la sauvegarde, la restauration et la valorisation de cet ensemble sont en cours. Le site a obtenu le label «Patrimoine en Isère».",Scierie et micro-centrale des Ségoins,La Chalp,,Valjouffrey,38740
"La Ribaudie et Dideyre, qui constituent le Hameau de Risset aux confins de Claix et de Varces, possèdent le charme d'un village rural et viticole où se blottit la chapelle Saint-Pierre, autrefois église paroissiale du mandement d'Allières. Un prieuré y était établi au XIe siècle. Cet édifice au clocher plat dit ""à peigne"" abrite plusieurs mobiliers classés, l'autel de style baroque du XVIIe siècle récemment restauré des portes-cierges, le tableau présentant l'adoration des mages devant l'enfant Jésus.",Le hameau de Risset,Rue de la Pissarde,,Varces-Allières-et-Risset,38760
"Le Musée EDF Hydrélec est le seul musée en France entièrement dédié à l'hydroélectricité. Ses collections uniques, en provenance de l’Arc Alpin, datant des XIXe et XXe siècles, sont labellisées « Musée de France ». Il retrace l'épopée de cette technique de production d'électricité par la force de l'eau. Il valorise des collections techniques et industrielles exceptionnelles (alternateurs, turbines, voltmètres, etc...).",Musée EDF Hydrelec,Route du Lac,Le Verney,Vaujany,38114
"Construite en 1670 par François Lambert, secrétaire de l’évêché de Grenoble et chanoine de l’église Saint-André. Jusqu’au début du XXe siècle, la fête de saint François-de-Sales, à la fin janvier, donnait lieu à une fête votive de plusieurs jours. Les enfants bègues ou simples d’esprit étaient conduits à la grande messe du matin dans l’espoir d’une guérison.",Chapelle de Belmont,"80, chemin de la Chapelle",Hameau de Belmont,Vaulnaveys-le-Haut,38410
"Elle est commune aux deux Vaulnaveys. Fondée au XIe siècle, elle a été profondément remaniée au cours du temps. À l'intérieur, le maître-autel d'époque Louis XV, les boiseries et un bénitier proviennent de la Chartreuse de Prémol. À voir également, un mouvement d’horloge datant de 1730.",Eglise Saint-Jean-Baptiste,Le Bourg,Avenue d'Uriage,Vaulnaveys-le-Haut,38410
Delphine et son équipe ont le plaisir de vous accueillir pour partager un moment chaleureux dans un lieu agréable. Menu traditionnel gourmand à partir de produits de notre terroir.,"Au 1884 - Bar, Restaurant","184, Route du Bourg",,Velanne,38620
Eglise de style néo-classique mais à l’histoire très ancienne dont témoignent les peintures mises à jour en 2014 et 2015 sur tous les murs du chœur. A découvrir absolument !,Eglise paroissiale,La Chappe,,Venon,38610
"Un château médiéval, restauré avec passion par sa propriétaire, Joëlle Cartaux-Roche.",Château de Venon,Les Grandes Vignes,,Venon,38610
"Village traditionnel de montagne (depuis le17e), patrimoine des colporteurs fleuristes, château de la Muzelle (17) siècle, cadran solaire (un plus ancien du département de l’Isère 1632), patrimoine religieux, chapelles, retable, trésor de l’église.",Le Village,,,Venosc,38520
"Maison forte des XIIIe et XVe siècles, située au pied des falaises de l’Isle-Crémieu. Elle fut sauvée de l’abandon et de la ruine par ses anciens propriétaires. Cette demeure présente une architecture caractéristique de ces deux périodes de construction : fenêtres à meneaux, tours, escalier à vis, vaste jardin, étang.",Château du Cingle,Route du champ du Cingle,,Vernas,38460
"Maison forte du XIIIe-XVe, comprenant une tour des gardes, une partie de l’ancien logis et du donjon avec des éléments de courtines au nord et au sud accès par un pont levis. Colombier au pied de la maison forte. Point de vue exceptionnel sur le Rhône.",Maison Forte,Accès Place de l'église,,Vertrieu,38390
"Parc et extérieurs du château, glacière. Promenade romantique au bord du Rhône dans un jardin 18e à la française et 19e à l’anglaise.",Château de Vertrieu,Vertrieu,,Vertrieu,38390
"Statue sculptée au XVIe siècle, en bois de pays, polychrome à l’origine (a perdu ses couleurs).Vierge tenant l’Enfant Jésus sur son bras droit et un globe dans la main gauche. Vénérée par les paroissiens, elle fut portée en procession lors de la fête de la Milin (1er dimanche de septembre) jusqu’en 1971",Église de Curtin - Notre Dame de Milin,Place de Milin - Curtin,,Vézeronce-Curtin,38510
"Bâti au cœur de la cité, lieu cléricalisé, véritable sanctuaire, le collège de Vienne construit en 1604, fut aussi le creuset de l'école de la République et de l'identité nationale. Entièrement rénové de 1990 à 1997, ce lieu prestigieux abrite une collection d'oeuvres d'art contemporain exceptionnelle",Collège Ponsard,1 place André Rivoire,,Vienne,38200
"Ce site fait l’objet de recherches archéologiques depuis 1998. L'église date du XIIe au XIVe siècle, avec des transformations au XVIIe siècle (cloître et bâtiments conventuels). L'ensemble est vendu à la Révolution et transformé en appartements jusqu'à son rachat par la Ville en 1998.",Ancienne abbaye Saint-André-le-Haut,"7, place Jouvenet",,Vienne,38200
"Cet ensemble faisait partie d’une riche et puissante abbaye, fondée au VIe siècle. L’église, où subsistent des remplois antiques, fut remaniée aux XIe et XIIe siècles. Elle est surtout remarquable par son ornementation sculptée de style roman. Le cloître, construit au XIIe siècle et récemment restauré, est lui aussi richement orné de colonnettes et de chapiteaux sculptés. Deux salles sont dédiées aux expositions temporaires organisées toute l’année.",Eglise et cloître roman Saint-André-le-Bas,Place du Jeu de Paume,,Vienne,38200
"Construit vers 40-50 ap. J.-C., le théâtre antique de Vienne est considéré comme l'un des plus importants de l'Antiquité romaine. Il possède un diamètre de 130 m et pouvait accueillir jusqu'à 11 000 spectateurs. Abandonné à la fin de l'Antiquité, il est redécouvert au début du XXe siècle et restauré en 1938. Il a désormais retrouvé sa fonction initiale en devenant le cadre de manifestations artistiques telles que le festival Jazz à Vienne.",Théâtre Antique,rue du Cirque,,Vienne,38200
"Entouré de colonnes sur trois côtés, il se dresse sur un podium de plus de 2,50 mètres. Tour à tour église, temple, tribunal puis musée il a subi de nombreuses transformations au cours des siècles.",Temple d'Auguste et de Livie,Place Charles-de-Gaulle,,Vienne,38200
"Fondée au Ve siècle, cette église compte parmi les plus anciennes de France. Remaniée au XIIe siècle (clocher-porche, grandes arcades), elle a gardé de son état originel son plan basilical et son décor d’arcatures murales. Depuis le XIXe siècle, elle abrite un musée archéologique présentant sculptures, monuments et mosaïques antiques ainsi que plusieurs pièces médiévales.",Musée archéologique - Eglise de Saint-Pierre,Place Saint Pierre,,Vienne,38200
Galerie d'art associative,Quartier du temple - Galerie Léty,"15, rue des Clercs",,Vienne,38200
"La cathédrale de Vienne occupe le même site depuis le IVe siècle, mais aucune trace de construction antérieure au Xe siècle ne subsiste. La construction du bâtiment actuel est entreprise en 1130 dans le style roman.  De cette époque demeure une partie de la nef. L’édification se poursuit au XIIIe siècle : le style devient alors gothique, comme en témoigne le chœur, le début et les parties hautes de la nef. La construction se poursuit jusqu’au XVIe siècle avec notamment l’élévation de la façade.",Cathédrale primatiale Saint-Maurice,Place Saint-Paul,,Vienne,38200
"Le musée occupe le premier étage d’une ancienne halle aux grains construite en 1823. Les collections archéologiques rendent compte de l’importance de Vienne, capitale des Gaulois Allobroges, une puissante cité gallo-romaine. A noter, la statue antique en bronze de Pacatianus, notable d’origine viennoise, ou encore un trésor d’argenterie romaine du IIIe siècle. La collection de faïences françaises est complétée par un ensemble de peintures datant du XVIe au début du XXe siècle.",Musée des Beaux-Arts et d'Archéologie,Place de Miremont,,Vienne,38200
"Le musée retrace l’histoire de l’industrie textile, qui a dominé l’activité économique à Vienne du XVIIIe au XXe siècle. La collection de machines retrace l’ensemble du cycle de production des tissus, illustré par de nombreux échantillons provenant des grandes fabriques viennoises.",Musée de la Draperie,Espace Saint Germain - 30 avenue du Général Leclerc,,Vienne,38200
"L'Hôtel de ville, en fonction depuis 1771, est installé dans un ancien hôtel particulier. Les transformations du XIXe siècle ont préservé une pièce à alcôve et ses peintures.",Hôtel de ville,Place de l'Hôtel de Ville,,Vienne,38200
"Pôle culturel inauguré en janvier 2012, regroupant la médiathèque et le conservatoire de musique et de danse",Pôle culturel le Trente,Espace Saint Germain - 30 avenue du Général Leclerc,,Vienne,38200
"Situé dans une ancienne Halle de bouchers datant du XVIe siècle, au cœur du centre ancien de la ville de Vienne, le Centre d'art contemporain présente, des expositions temporaires d'artistes.",Centre d'Art Contemporain - La Halle des bouchers,7 rue Teste du Bailler,,Vienne,38200
,"Atelier - Elie S.Hoffmann, luthier, archetier","11, rue du Teste du Bailler",,Vienne,38200
,Magasin Calicocoon,13 Rue Joseph Brenier,,Vienne,38200
,Galerie d'art Hanizet,21 rue du 24 avril 1915,,Vienne,38200
,Galerie Test du Bailler,4 bis rue Teste du Bailler,,Vienne,38200
,ArtColore,9 rue Joseph Brenier,,Vienne,38200
,Centre Généalogique de Vienne et de la Vallée du Rhône,Place de l'Hôtel de Ville,,Vienne,38200
,Église Saint-André-le-haut,Place André Rivoire,,Vienne,38200
,Archives de Vienne,Rue Victor-Hugo,,Vienne,38200
"À l'origine, les fontaines étaient associées aux besoins quotidiens de la vie au village. Aujourd'hui, elles s'inscrivent dans l'aménagement urbain pour des usages ponctuels mais surtout pour notre plaisir.",Fontaines et lavoirs,Le village,,Vignieu,38890
"Bâtie sur la colline du même nom à l'emplacement où un habitant affirma avoir eu une apparition de la Vierge, le 25 mars 1793, cette chapelle devint un lieu de pèlerinage pour les habitants de Vignieu et ses environs.",Chapelle des Ayes,Allée de la chapelle,,Vignieu,38890
"Construite entre 1877 et 1879 dans un style néogothique, elle possède un clocher tout en couleurs.",Eglise Saint-Blaise,Place du village,,Vignieu,38890
"Le 15 septembre 2000, ce café a été labélisé « Café historique européen » et en 2004, il a reçu le diplôme d’honneur des cafés historiques. Plusieurs fois dans l’année, des expositions et soirées à thème viennent animer ce lieu.",Le petit café au lion d'or,"221, Rue du Lion d'or",,Vignieu,38890
"Témoin d'une aventure industrielle sans précédent, héritière d'un personnage hors du commun, ce musée constitue un lieu de mémoire unique au cœur des Alpes. Adossée au massif de Belledonne, la maison familiale de l'ingénieur innovateur Aristide Bergès est installée à proximité de l'usine de papeterie qui a vu naître la ""Houille blanche"", cette énergie venue des montagnes qui a permis le développement de l'hydroélectricité. Elle résume tous les espoirs et la confiance placés dans l'énergie électrique, comme pivot du progrès et de la modernité à l'aube du XXe siècle.",Maison Bergès - Musée de la Houille Blanche,"40, avenue des papeteries",Lancey,Villard-Bonnot,38190
"Installée dans l’ancien Hôtel de ville, le musée retrace la vie quotidienne des communautés paysannes sur le plateau du Vercors au début du XXe siècle.Il évoque l’activité agricole et forestière et l’ouverture progressive de cette région au climatisme et au tourisme de montagne. Elle y développe les thèmes propres à son histoire : La création des routes, le début du tourisme, les transports, le climatisme, la Seconde Guerre mondiale, les JO de 1968, la forêt.",Maison du Patrimoine,Place de la Libération,,Villard-de-Lans,38250
"Valchevrière, hameau isolé situé sur un replat au cœur de la forêt était autrefois entouré de prés et de vergers. Il a servi de camp de base aux résistants lors de la Seconde Guerre mondiale après avoir été progressivement abandonné par ses habitants, et a été incendié en juillet 1944. Il se situe à proximité du belvédère de Valchevrière, lieu de mémoire de la bataille éponyme. Découverte de la bataille des 22 et 23 juillet 1944 puis visite du village en ruine.",Valchevrière,"Belvédère, hameau de Valchevrière",,Villard-de-Lans,38250
"Le Domaine de la terre est né en 1985 dans le contexte de la Ville Nouvelle de l’Isle d’Abeau. Mêlant innovation, expérimentation, mais également tradition dauphinoise (80% des maisons construites avant 1950 le furent en pisé, appelé également « terre crue »),
cet ensemble architectural unique en Europe est le centre du nouveau quartier des Fougères (le dernier construit de la commune de Villefontaine). Il est le point haut de la ville et domine la moitié de l’agglomération",Domaine de la Terre,Place de l'Europe,,Villefontaine,38090
,Jardin de Vaugelas,Boulevard de Villefontaine,,Villefontaine,38090
"Ancienne coopérative viticole du hameau de Moirieu, a été entièrement rénovée en maison d’hôtes écologique et a obtenu l’écolabel européen. Venez y découvrir la vie typique de nos hameaux à travers l’histoire des maisons, fours, lavoirs, pressoirs, vignes et cépages oubliés.",La Bicyclette Fleurie,"2, sentier de Traverse",Hameau de Moirieu,Villemoirieu,38460
"Avec plus de 1 100 échantillons sélectionnés et 170 espèces, le musée constitue une référence en la matière . L’aspect patrimonial n’est pas oublié avec de nombreux échantillons récoltés au 19e siècle et la présentation de documents ou objets anciens (cartes postales, lettres de minéralogistes, maquette de mine, jetons et médailles, etc.).
Le musée est au rez-de chaussée du château de Montiracle, ancienne commanderie templière dont l’histoire est racontée sur plusieurs panneaux. Un bar en terrasse permet également de prolonger agréablement la visite. Labélisé Patrimoine en Isère.",Mineralogica -  Le musée des minéraux,Château de Montiracle,"3, impasse du Château",Villemoirieu,38460
"Cette vitrine présente des pièces romaines, divers objets découverts sur la commune. Des vases funéraires appelés « pégaux » datent des XIIe et XIIIe siècles. Cette collection a été découverte dans les années 1950, lors du creusement de caveaux dans la Chapelle de Terrebasse.",Vitrine Archéologique,mairie,,Ville-sous-Anjou,38150
"Vestiges d’une chapelle de style gothique flamboyant construite dans le dernier quart du XVe siècle par les seigneurs de Roussillon-Anjou. La qualité de ses sculptures, notamment en façade, est exceptionnelle. Son clocher a été restauré. Elle est protégée au titre des Monuments historiques.",Chapelle de Terrebasse,Route de Vienne,,Ville-sous-Anjou,38151
"Dans un ancien séchoir  à noix, une muséographie ludique et contemporaine propose une découverte complète de la noix de Grenoble et retrace l’histoire des hommes qui, d’hier à aujourd’hui, ont fait sa renommée.",Le Grand Séchoir - Maison du pays de la noix,705 route de Grenoble,,Vinay,38470
"Château édifié au XIe siècle, son architecture a évolué jusqu'au XVIIIe siècle où il est agrémenté d'un jardin à la française. En 1622, Louis XIII y dormit, en témoignent les canons visibles dans la cour d'honneur.",Château de Virieu,"1245, route du Château",,Virieu sur Bourbre,38730
"Reconstitution à l'identique d'un atelier de galochier qui fait revivre les différentes étapes de la fabrication de la galoche, la chaussure à semelle de bois.",Atelier d'un galochier,Rue Barbenière,,Virieu sur Bourbre,38730
,"& écrit, art","112, rue Carnot",,Virieu sur Bourbre,38730
"Dominant Vizille, le cimetière est un site remarquable avec le prieuré et son portail protégé au titre des Monuments historiques.",Cimetière de Vizille,,,Vizille,38220
"Le plus important château du Dauphiné est l'ancienne demeure des ducs de Lesdiguières (XVIIe siècle) et résidence d'été des Présidents de la République (1925-1960). C'est aussi dans ce château que se réunit, le 21 juillet 1788 l'Assemblée des trois ordres du Dauphiné, qui réclame des réformes et la convocation des États généraux, scellant le destin du château aujourd'hui Musée de la Révolution française",Domaine de Vizille - Musée de la Révolution française,Place du Château,,Vizille,38220
"Sur les hauteurs de Vizille, le parc du Château du Roy et le Château de Paille sont les témoins de l’histoire la plus ancienne de la ville.",Vizille Ancien,Parc du château du roi,,Vizille,38220
Atelier de restauration de meubles.,Atelier d'ébénisterie,53 avenue de Paviot,,Voiron,38500
La plus grande cave à liqueurs au monde. C'est aussi l’unique lieu de distillation des liqueurs des Chartreux.,Caves et distillerie de la Chartreuse,"10, bd Edgar Kofler",,Voiron,38500
"Peintre indépendant inscrit dans la modernité qui caractérise le début du XXe siècle, Lucien Mainssieux (1885-1958) fut aussi musicien, critique d'art, écrivain, voyageur et collectionneur d'œuvres d'art. Le musée, qui porte son nom, présente la donation que l'artiste a faite à sa ville natale et nous fait accéder au parcours artistique d'un témoin privilégié de son temps.",Musée Mainssieux,7 place Léon Chaloin,,Voiron,38500
"Protégée au titre des Monuments historiques, l’église Saint-Bruno date du XIXe siècle. Avec ses deux hautes flèches et ses tuiles vernissées, elle est devenue emblématique de Voiron. Sa façade néo-gothique, ses vitraux et son orgue sont remarquables.",Eglise Saint-Bruno,Place de la République,,Voiron,38500
,Médiathèque Philippe Vial,"5, boulevard Edgar Kofler",,Voiron,38500
"Ce château est constitué de deux corps de bâtiments disposés en équerre. L'un date du XVe ou du XVIe siècle, l'autre fut construit vers 1635. Ce bâtiment fut parmi les premiers édifices dauphinois à disposer d'une haute toiture à quatre pans couverte en tuiles écailles appelée à l'époque toiture à la française. Jardin et terrasse.",Le Vieux Château,253 impasse du grand verger,,Voissant,38620
"Une des plus anciennes églises du diocèse de Grenoble, construite au XIIe siècle. Rénovée, son style Roman est très bien conservé. Un cadran solaire sur le clocher et de magnifiques vitraux.",Eglise de Voissant,Place du Presbytère,,Voissant,38620
"Édifice construit en 1931 en béton armé. Ancien petit séminaire, il est labellisé «Patrimoine du XXe siècle». Les vitraux réalisés par l'artiste picarde Marguerite Huré représentent la vie du prêtre.",Chapelle du Sacré Coeur,"387, avenue de Stalingrad",,Voreppe,38340
Édifice du XXe siècle situé au sein du monastère des Clarisses. Chapelle aux vitraux composés par Louis Christolhomme selon une technique de vitrail à la dalle de verre mise au point dans les années 1930 et utilisée en art moderne à partir de 1948.,Monastère des Clarisses,"94, chemin Sainte-Claire",,Voreppe,38340
"Edifice roman construit en 1101 qui possède  une nef à une seule travée. La croisée du transept est remarquable avec sa clé de voute ouvragée polychrome. Protégé au titre des Monuments historiques en 1974, il est occupé par des dominicains depuis 1965.",Monastère de Chalais,,,Voreppe,38340
